seq	AlphaPubDate	PathID	PubYear	RecordID	RecordTitle	Title	bookauthor	bookdate	booktitle	matchquality	isfiction	singlework	actualtitle	actualauthor	howpositive	genresnamed	comments
130	Apr 4, 1846	20160127235106_00007	1846	4975175	VOYAGES AND TRAVELS.	Critic, 1844-1847		1838.0	Voyages and travels	2.580516934046346							
131	May 5, 1877	20160128003325_00006	1877	8529607	WHAT HE COST HER.	Examiner	Payn, James	1877.0	What he cost her	2.7090471956393745							
132	Oct 19, 1839	20160127192303_00008	1839	8992619	Narrative of a Journey to Guatemala, in Central America, in 1838.	The Athenaeum	Louis	1823.0	Narrative of a journey to Brussels and Coblentz, 1791	2.3365262515262515							
133	Apr 15, 1899	20160127190619_00006	1899	6772549	THE MATERNITY OF HARRIOTT WICKEN.	The Academy, 1869-1902, 0269-333X	Dudeney, Henry, Mrs	1899.0	The maternity of Harriott Wicken	3.7766666666666655							
134	Apr 18, 1896	20160127191545_00013	1896	6765614	Kriegspiel: The War-Game.	The Academy, 1869-1902, 0269-333X	Groome, Francis Hindes	1896.0	Kriegspiel: the war game	2.4884027777777784							
135	Dec 14, 1878	20160128002201_00008	1878	8626140	The Ranger's Lodge; a Romance.	Examiner	Kettle, Rosa Mackenzie	1878.0	The ranger's lodge; a romance	3.445456475583864							
136	Aug 1843	20160127192508_00001	1843	4445474	Tales of the Colonies; of the Adventures of an Emigrant.	Tait's Edinburgh magazine	Rowcroft, Charles	1843.0	Tales of the colonies, or, The adventures of an emigrant	2.30499126984127							
137	Sep 1813	20160127191337_00011	1813	8180318	33. A World without Souls.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Cunningham, J. W. (John William)	1808.0	A world without souls	2.6351287244576467							
138	Jun 29, 1901	20160127190619_00006	1901	6796317	THE LITTLE FLOWERS OF SAINT BENET.	The Academy, 1869-1902, 0269-333X	of Assisi, Saint, Francis	1900.0	The little flowers of Saint Francis of Assisi	2.884830479838969							
139	Jun 7, 1828	20160127234801_00004	1828	5220090	The Voyage of Captain Popanilla.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Earl of Beaconsfield, Disraeli, Benjamin	1828.0	The voyage of Captain Popanilla	3.2345421245421244							
140	Oct 1854	20160128000326_00005	1854	5870256	Tom Thornton; or, Last Resources.	The New quarterly review and digest of current literature, British, American, French, and German	THORNTON, Tom	1854.0	Tom Thornton, or Last Resources	2.6789							
141	Feb 15, 1834	20160127192713_00002	1834	4485931	Allan Breck.	Bell's literary intelligence and new national omnibus	Gleig, G. R. (George Robert)	1834.0	Allan Breck	2.4277777777777776							
142	Feb 20, 1869	20160127193123_00003	1869	4384134	IN SILK ATTIRE.	The London review of politics, society, literature, art, and science	Black, William	1869.0	In silk attire. A novel	2.2521111111111107							
143	Jan 12, 1867	20160128010226_00008	1867	8493472	Letters from Hell.	Examiner	Thisted, Valdemar Adolph	1866.0	Letters from hell	2.722925086752398							
144	Apr 1807	20160127231005_00012	1807	5683434	I. An Account of the Life and Writings of Hugh B ir, D.D. F.R.S..; one of the ministers of th High Church, and Professor o Rh toric and B lles Lettr s in t U sity of Edinbu gh.	scots magazine and Edinburgh literary miscellany, Jan. 1804-July 1817	Sterne, Laurence	1804.0	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	2.3664249639249637							
145	Aug 29, 1818	20160128000123_00003	1818	5170256	Narrative of a Journey in the Interior of China, &c.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Louis	1823.0	Narrative of a journey to Brussels and Coblentz, 1791	2.2546783882783883							
146	Apr 2, 1831	20160127230453_00005	1831	5222166	At Home and Abroad.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Eaton, Charlotte A	1831.0	At home and abroad	2.6382221243023207							
147	Oct 12, 1867	20160128000531_00008	1867	8498306	Theatre Francais Moderne.	Examiner	Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie	1879.0	The Theatre francais in the reign of Louis XV	2.197462168540885							
148	Mar 1812	20160128003325_00006	1812	6298159	Salmagundi; or the Whim Whams and Opinions of Lancelot Langstaff, Esquire, and others.	The scourge, or, Monthly expositor of imposture and folly, 1811-1813	Irving, Washington	1835.0	Salmagundi; or, The whim-whams and opinions of Launcelot Langstaff, esq.[pseud.] and others ... First series	2.1854476190476193							
149	May 25, 1839	20160127231211_00014	1839	5224925	Historical Sketches of Statesmen who flourished in the time of George III.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Lee, Hannah Farnham Sawyer	1838.0	Historical sketches of the old painters	2.3809164124311666							
150	May 28, 1859	20160127231108_00013	1859	5008529	Book review	The Critic											
151	Mar 1807	20160127191130_00009	1807	8360014	47. The Panorama for Youth.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Miss Stockdale, (Mary R.)	1816.0	The panorama of youth	2.300575127456035							
152	Jan 8, 1848	20160127230351_00004	1848	4988420	Savindroog; or, the Queen of the Jungle.	Critic of books, society, pictures, music and decorative art, 1848-1849	Rafter	1848.0	Savindroog, or, The queen of the jungle	2.6461833333333336							
153	Jun 1813	20160127192407_00009	1813	8488275	70. A Voyage round the World, in the years 1800, 1801, 1802, 1803, and 1804; in which the Author visited Madeira, the Brazils, Cape of Good Hope, the English Settlements of Botany Bay and Norfolk Island, and the principal Islands of the Pacific Ocean: with a Continuation of their History to the present Period.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Defoe, Daniel	1809.0	A new voyage round the world	2.4436158730158732							
154	May 1870	20160127185047_00002	1870	6540954	Life and Letters of Faraday.	The Academy, 1869-1902, 0269-333X	Marryat, Florence R. M. Church Lean	1872.0	Life and letters of Captain Marryat	2.1512068670767275							
155	Jun 1898	20160127190618_00013	1898	3421287	THE PRIDE OF JENNICO.	Cosmopolis	Castle, Agnes Sweetman	1904.0	The pride of Jennico	2.647037037037037							
156	Feb 14, 1852	20160127231211_00014	1852	5291486	The Life and Times of Dante Alighieri.	The Literary gazette : A weekly journal of literature, science, and the fine arts		1841.0	The life and times of Dick Whittington : an historical romance	2.114401802088302							
157	Aug 1, 1857	20160127192407_00009	1857	8632976	The History and Antiquities of Boston, and the Villages of Skirbeck, Fishtoft, Freiston, Butterwick, Benington, Leverton, Leake, and Wrangle, comprising the Hundred of Skirbeck, in the County of Lincoln, &c.	The Athenaeum	Smith, William	1876.0	The history and antiquities of Morley, in the west riding of the county of York	2.549622641509434							
158	Oct 1, 1831	20160127231721_00006	1831	5681540	Memoirs of the Empress Josephine.	The Edinburgh literary journal, or, Weekly register of criticism and belles lettres	Ducrest, Georgette	1828.0	Memoirs of the Empress Josephine : with anecdotes of the courts of Navarre and Malmaison	3.1463233665559245							
159	Jun 21, 1884	20160127192200_00007	1884	9285618	Princess Napraxine.	The Athenaeum	Ouida	1884.0	Princess Napraxine	2.6408695652173915							
160	Nov 10, 1906	20160127191848_00004	1906	9303540	The Story of Bawn.	The Athenaeum	Tynan, Katharine	1906.0	The story of Bawn	2.5571709531013616							
161	Oct 1919	20160127190618_00013	1919	3203334	THE WINE OF ASTONISHMENT.	The Bookman	Bradley, Mary Hastings	1919.0	The wine of astonishment	3.0509523809523813							
162	Dec 1871	20160127190515_00012	1871	2717629	The Young Franc-Tireurs and their Adventures in the Franco-Prussian War.	The Illustrated review : a fortnightly journal of literature, science and art	Henty, G. A. (George Alfred)	1872.0	The young Franc-tireurs and their adventures in the Franco-Prussian War	3.341088902232519							
163	Aug 1801	20160127183018_00002	1801	3923979	Memoirs of the late Mrs. Robinson, written by her	The Monthly visitor, and new family magazine	Fitz-George, H. W	1819.0	Memoirs of the late Mrs. King, (otherwise the Diamond Q---n!!) with interesting and authentic biographical anecdotes; containing some curious and instructive notices of political and family transactions, hitherto not generally known	2.5079997746224927							
164	Feb 1805	20160127190619_00006	1805	8156484	44. Narrative of the Loss of his Majesty's Packet the Lady Hobart on an Island of Ice in the Atlantic Ocean, June 28, 1803, with a particular Account of the providential Escape of the Crew in two open Boats.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Carter, George	1791.0	A narrative of the loss of the Grosvenor East Indiaman : which was unfortunately wrecked upon the coast of Caffraria, somewhere between the 27th and 32d degrees of southern latitude, on the 4th of August, 1782	2.2353523809523805							
165	Jun 25, 1853	20160127192155_00015	1853	8688012	Twelve Years a Slave. Narrative of Solomon Northup, a Citizen of New York, Kidnapped in Washington City in 1841, and Rescued in 1853 from a Cotton Plantation near the Red River in Louisiana.	The Athenaeum	Northup, Solomon	1853.0	Twelve years a slave. Narrative of Solomon Northup, a citizen of New York, kidnapped in Washington City in 1841, and rescued in 1853, from a cotton plantation near the red river, in Louisiana	3.75841805781416							
166	May 5, 1827	20160127230759_00009	1827	5160168	Travels through the interior Province of Columbia.	The Literary chronicle	Taurinius, Zacharias	1801.0	Travels through the interior of Africa, from the Cape of Hope to Morocco; in Caffraria, the kingdoms of Mataman, Wangara, Haoussa, &c., &c. and thence through the desert of Sahara and the north of Barbary to Morocco; between the years 1781 and 1797	2.749164904862579							
167	Apr 29, 1829	20160127192157_00006	1829	8615040	The Age. A Poem. In Eight Books.	The Atheneaum and literary chronicle, Aug. 6, 1828-Dec. 30 1829											
168	Jul 4, 1835	20160127230453_00005	1835	5226709	Tales of the Peerage and the Peasantry.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Sullivan, Arabella Jane	1835.0	Tales of the peerage and the peasantry	3.1054729827611185							
169	Nov 18, 1854	20160127191542_00003	1854	8607059	A Commonplace Book of Thoughts, Memories, and Fancies, Original and Selected.	The Athenaeum	Jameson, (Anna), Mrs	1855.0	A commonplace book of thoughts, memories, and fancies. Original and selected	3.488246753246753							
170	Dec 1, 1906	20160127191337_00011	1906	6825620	At the Sign of the Peacock.	The Academy, 1905-1910	Reed, Myrtle	1905.0	At the sign of the Jack o' Lantern	2.1408358836206896							
171	Apr 1813	20160127235207_00008	1813	4812214	ART. V. Voyages dans l'Inde, &c.; i. e.	Monthly Review, or, Literary Journal, 1752-1825											
172	Jun 1810	20160127192200_00007	1810	8244639	73. THE BOROUGH, a Poem, in Twentyfour Letters.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833	Crabbe, George	1810.0	The borough : a poem, in twenty-four letters	2.6668301350390906							
173	Dec 12, 1885	20160127191439_00002	1885	8909462	Mitre Court.	The Athenaeum	Riddell, J. H., Mrs	1885.0	Mitre Court	2.328030303030303							
174	May 27, 1826	20160127235106_00007	1826	5160094	Keeper's Travels in Search of his Master.	The Literary chronicle	Kendall, Edward Augustus	1812.0	Keeper's travels in search of his master	3.4199621631598376							
175	Dec 21, 1867	20160127224123_00002	1867	4380035	A HERO'S WORK.	The London review of politics, society, literature, art, and science	Hardy, Iza Duffus	1868.0	A hero's work	2.456315789473684							
176	Sep 1818	20160127192155_00015	1818	8258147	44. Authentic Memoirs of the Revolution in France, and of the Sufferings of the Royal Family; deduced principally from Accounts by Eye-witnesses. 8vo. pp. 353. Simpkin and Marshall.	The Gentleman's Magazine: and historical chronicle, Jan. 1736-Dec. 1833		1817.0	Authentic memoirs of the revolution in France, and of the sufferings of the royal family	2.8226501835985314							
177	Jul 6, 1833	20160127192715_00011	1833	8917355	The Poetical Works of Thomas Parnell.	The Athenaeum	Moore, Thomas	1840.0	The poetical works of Thomas Moore, collected by himself	2.7116719839300485							
178	Nov 20, 1819	20160127230657_00008	1819	5141110	An Address to the Right Hon. Lord Byron; with an Opinion on some of his Writings.	The Literary chronicle and weekly review, May 22, 1819-Dec. 28, 1822	pseud. Fabius	1821.0	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	2.2043090909090908							
179	Apr 1818	20160127230250_00003	1818	4647304	A Letter to the Right Honourable George Canning, M. P. 8vo. 1818.	The Literary journal, and general miscellany of politics, science, arts, morals, and manners,  1718-1719	pseud. Fabius	1821.0	A letter to the Right Hon. Lord Byron, protesting against the immolation of Gray, Cowper, & Campbell, at the shrine of Pope	2.7054545454545456							
180	Jul 1807	20160127230904_00011	1807	5520920	Account of the Life and Writings of LORD KAMES.	scots magazine and Edinburgh literary miscellany, Jan. 1804-July 1817	Sterne, Laurence	1804.0	Some account of the life and writings of Mr. Sterne. The life and opinions of Tristram Shandy, gentleman	2.3664249639249637							
181	Nov 17, 1883	20160127183121_00003	1883	6724045	Beyond the Gates.	The Academy, 1869-1902, 0269-333X	Phelps, E. Stuart (Elizabeth Stuart)	1884.0	Beyond the gates	2.408874458874459							
182	Mar 6, 1897	20160127191848_00004	1897	8973444	College Girls.	The Athenaeum	Goodloe, Abbe Carter	1895.0	College girls	2.2597619047619046							
183	Aug 16, 1819	20160127230453_00005	1819	5169435	Harold the Exile.	The Literary gazette : A weekly journal of literature, science, and the fine arts		1819.0	Harold the exile	2.845833333333333							
184	Dec 5, 1874	20160128010435_00012	1874	8584519	FAR FROM THE MADDING CROWD.	Examiner	Hardy, Thomas	1874.0	Far from the madding crowd	3.377499032133178							
185	Oct 12, 1901	20160127191440_00012	1901	6833548	FROM THE HEART OF THE ROSE.	The Academy, 1869-1902, 0269-333X	Crofton, Helen Rose Anne Milman	1901.0	From the heart of the rose	2.8759838931433364							
186	Dec 1823	20160127231312_00003	1823	5708804	ST. RONAN'S WELL.	Edinburgh magazine and literary miscellany	Scott, Walter, Sir	1824.0	St. Ronan's well	2.7637721755368814							
187	Feb 25, 1888	20160127190311_00003	1888	6707208	Autobiography and Reminiscences of Sir Douglas Forsyth.	The Academy, 1869-1902, 0269-333X	Frith, William Powell	1888.0	My autobiography and reminiscences	2.2157761765660497							
188	Jul 30, 1864	20160128000225_00004	1864	8489606	Life of General Sir William Napier, K.C.B., Author of 'History of the Peninsular War,' &c.	Examiner											
189	Oct 13, 1894	20160127190927_00008	1894	6633778	The Ebb-Tide.	The Academy, 1869-1902, 0269-333X											
190	Aug 22, 1896	20160127191335_00001	1896	8848028	Tales of our Coast.	The Athenaeum		1896.0	Tales of our coast	2.723351533351533							
191	Oct 2, 1852	20160127192407_00009	1852	9586879	Reuben Medlicott; or, the Coming Man.	The Athenaeum	Savage, M. W. (Marmion Wilard)	1852.0	Reuben Medlicott; or, The coming man	3.525956418708712							
192	Feb 28, 1885	20160127191848_00004	1885	8744549	Marius the Epicurean: his Sensations and Ideas.	The Athenaeum	Pater, Walter	1885.0	Marius the Epicurean, his sensations and ideas	3.1046102175470347							
193	Jan 18, 1873	20160127192157_00006	1873	8684760	Enigmas of Life.	The Athenaeum	Greg, William R. (William Rathbone)	1874.0	Enigmas of life	2.5612886597938145							
194	Jan 4, 1862	20160127231005_00012	1862	5343026	WITCH STORIES.	The Literary gazette : A weekly journal of literature, science, and the fine arts	Linton, E. Lynn (Elizabeth Lynn)	1861.0	Witch stories	2.3571929824561404							
