author	latestcomp	shorttitle
Bourget, Paul	1900.0	Domestic dramas =
Brady, Cyrus Townsend	1900.0	The grip of honor; a story of Paul Jones and the American revolution
Brake, Josephine Winfield	1900.0	How it happened; being a story in three books and several manners
Brownell, Gertrude Hall	1900.0	April's sowing
Carter, Mary Nelson	1900.0	North Carolina sketches;
Bindloss, Harold	1900.0	The Mistress of Bonaventure
Brereton, F. S. (Frederick Sadlier)	1900.0	King of Ranleigh : a school story
Bryden, H. A	1900.0	From Veldt camp fires
Burt, Mary E	1900.0	Herakles
Carrel, Frederic	1900.0	The king and Isabel
Carter, Harry	1900.0	The autobiography of a Cornish smuggler
Carus, Harriett Hunt	1900.0	Hearthside Sketches
Channing, Grace Ellery	1900.0	The fortune of a day
Chatfield-Taylor, H. C. (Hobart Chatfield)	1900.0	The idle born : a comedy of manners
Clark, Kate Upson	1900.0	White butterflies : and other stories
Converse, Florence	1900.0	The burden of Christopher
Conway, Katherine Eleanor	1900.0	The way of the world and other ways;
Daniels, Gertrude Potter	1900.0	Halamar
D'Annunzio, Gabriele	1900.0	The flame of life
Davis, Mary Diuguid	1900.0	She waited patiently;
Castle, Egerton	1900.0	Consequences
Caven, Stewart	1900.0	The green enigma
Chambers, Robert W. (Robert William)	1900.0	Special messenger
Cheney, Elizabeth	1900.0	The king's gold
Chipman, William P	1900.0	A yankee lad's pluck
Churchill, Winston, Sir	1900.0	The celebrity;
Collins, Dale	1900.0	The happy emigrants
Collins, Dale	1900.0	Winds of chance
Converse, Frank H	1900.0	That treasure, or, Adventures of frontier life
Craddock, Florence Nightingale	1900.0	The soldier's revenge
Crompton, Richmal	1900.0	Naomi godstone
Crompton, Richmal	1900.0	William
Cross, Victoria	1900.0	Anna Lombard
Cumberland, Gerald	1900.0	A lover at Forty
Douglas, Amanda Minnie	1900.0	A little girl in old Washington
	1900.0	Norse stories retold from the Eddas
Finley, Martha	1900.0	Elsie's young folks in peace and war
Dole, Edmund P. (Edmund Pearson)	1900.0	Hiwa; a tale of ancient Hawaii
Dorling, H. Taprell (Henry Taprell)	1900.0	The boy castaways ; or, Endeavour Island
Eady, K. M	1900.0	Adventurers all : a tale of the Philippine Islands in war time
Earle, Mary Tracy	1900.0	Through old rose glasses, and other stories
Ellis, J. Breckenridge (John Breckenridge)	1900.0	The dread and fear of kings
Fairley, Helen M	1900.0	Kali's jewels
Fenn, George Manville	1900.0	Old gold
Fisher, Alfred Hugh	1900.0	Quix : a novel
Fordyce, W. Dingwall	1900.0	The gun-runners
Gard, Anson A	1900.0	My friend Bill;
Garland, Will A	1900.0	Matthew Doyle
Gilder, Jeannette L. (Jeannette Leonard)	1900.0	The autobiography of a tomboy
Foskett, S. (Samuel)	1900.0	The temple in the tope
Fox, John	1900.0	Crittenden;
Frame, Hugh Fulton	1900.0	The ivory idol
Gallon, Tom	1900.0	The second Dandy Chater
Gardiner, Alfred Paul	1900.0	The house of cariboo and other tales from Arcadia
Garvice, Charles	1900.0	Love, the tyrant, or, Where her heart led
Gerard, Dorothea	1900.0	One year
Goldman, R. L	1900.0	Death plays solitaire
Gould, Nat	1900.0	The runaways : a new and original story
Graydon, William Murray	1900.0	The jungle trappers : a tale of the Indian jungle
Grimshaw, Roland	1900.0	Indian whirlpools : a tale of modern India
Gull, Cyril Arthur Edward Ranger	1900.0	The serf
Gunter, Archibald Clavering	1900.0	Adrienne de Portalis;
Gunter, Archibald Clavering	1900.0	Tangled flags
Hale, Edward Everett, Sr	1900.0	The man without a country
Hales, A. G. (Alfred Greenwood)	1900.0	Golden gorse
Hales, A. G. (Alfred Greenwood)	1900.0	McGlusky : the trail blazer
Henty, G. A. (George Alfred)	1900.0	Among Malay pirates;
Hopkins, Pauline Bradford Mackie	1900.0	A Georgian actress
Jennings, John Joseph	1900.0	Widow Magoogin
Haverfield, E. L. (Eleanor Luisa)	1900.0	Queensland cousins
Hayes, Mary Bassett	1900.0	Alda's awakening : a story
Hely-Hutchinson, M	1900.0	Monica Grey
Hemyng, Bracebridge	1900.0	Adventures of young Jack Harkaway and his boy Tinker
Hemyng, Bracebridge	1900.0	Jack Harkaway after schooldays
Hemyng, Bracebridge	1900.0	Jack Harkaway among the brigands
Hemyng, Bracebridge	1900.0	Jack Harkaway at Oxford
Hemyng, Bracebridge	1900.0	Jack Harkaway's adventures afloat and ashore
Hemyng, Bracebridge	1900.0	Jack Harkaway's adventures in America and Cuba
Hemyng, Bracebridge	1900.0	Jack Harkaway's boy tinker among the Turks
Hemyng, Bracebridge	1900.0	Jack Harkaway's escape from the brigands
Hemyng, Bracebridge	1900.0	Jack Harkaway's strange adventures at Oxford
Henty, G. A. (George Alfred)	1900.0	Facing death
Hinkson, H. A. (Henry Albert)	1900.0	The king's deputy : a romance of the last century
Hyne, C. J. Cutcliffe	1900.0	The filibusters;
Johnston, Charles	1900.0	Kela Bai;
J?_kai, M?_r	1900.0	A Christian but a Roman
Keays, Hersilia A. Mitchell Copp	1900.0	Little lords of creation
King, Basil	1900.0	Griselda
Yechton, Barbara	1900.0	Fortune's boats
Jessop, George H	1900.0	Where the shamrock grows
John, Michael	1900.0	The heir of the Malik
Judd, Alfred	1900.0	In quest of peril : being the thrilling adventures of Major Brand, his son Dick, and trusty Tim O'Flannel in all parts of the world
Kane, Edward Charles	1900.0	A gentleman born
	1900.0	The killing of a vocation
Kinross, Albert	1900.0	An opera and Lady Grasmere
Knadjian, H. M	1900.0	The eternal struggle; a word picture of Armenia's fight for freedom
Knowles, Marion Miller	1900.0	Pretty Nan Hartigan
Knowles, Marion Miller	1900.0	Shamrock and wattle bloom
Lawson, Henry	1900.0	On the track
Lee, Carson Jay	1900.0	Oswald Langdon, or, Pierre and Paul Lanier
Lloyd, Nelson	1900.0	The chronic loafer
Magruder, Julia	1900.0	A manifest destiny
Marchmont, Arthur W. (Arthur Williams)	1900.0	In the name of a woman;
Mason, Caroline (Atwater)	1900.0	A woman of yesterday
Lockwood, Vere	1900.0	Ramazan, the Rajah
London, Jack	1900.0	A son of the sun
Lucas, E. V. (Edward Verrall)	1900.0	Domesticities
Ludlow, James M	1900.0	The captain of the Janizaries
MacDonald, Ronald	1900.0	The sword of the King
Marchant, Bessie	1900.0	Cicely Frome, the captain's daughter
Marchmont, Arthur W. (Arthur Williams)	1900.0	The heritage of peril
Margrave, Phyllis	1900.0	Fickle wheel : a novel
Meade, Dorothy Cole	1900.0	The shadow of a hair
Meade, L. T	1900.0	Betty Vivian : a story of Haddo Court School
Meade, L. T	1900.0	A girl in ten thousand
Meade, L. T	1900.0	A girl of the people
Meade, L. T	1900.0	The lady of the forest
Miksz??th, K??lm??n	1900.0	St. Peter's umbrella
Mitchell, S. Weir (Silas Weir)	1900.0	The autobiography of a quack
Myers, Cortland	1900.0	Would Christ belong to a labor union?
	1900.0	More Seven Club tales
M?_hlbach, L	1900.0	The Empress Josephine
M?_hlbach, L	1900.0	The reign of the Great Elector
Musgrove, Charles D	1900.0	The glowing fire
	1900.0	The story of Burnt Njal;
Norway, G. (George)	1900.0	Ralph Denham's adventures in Burma : a tale of the Burmese jungle
Orme, Eve	1900.0	Dual reflection
Parker, Gilbert, Sir	1900.0	The lane that had no turning
Partridge, William Ordway	1900.0	The angel of clay
Pease, Verne S. (Verne Seth)	1900.0	In the wake of war; a tale of the South under carpet-bagger administration
Pickett, La Salle Corbell	1900.0	Kunnoo sperits and others
Pike, Louise	1900.0	Southern echoes
Reimers, Johannes	1900.0	Unto the heights of simplicity
Robertson, Harrison	1900.0	Red blood and blue
Peard, Frances Mary	1900.0	Prentice Hugh
Pennell, Alice M	1900.0	A hero of the Afghan frontier
Pidgin, Charles Felton	1900.0	Quincy Adams Sawyer and Mason's corner folks
Pinson, William Washington	1900.0	In white and black;
Pratt, Ambrose	1900.0	The counterstroke
Pratt, Ambrose	1900.0	King of the rocks
Prévost, Marcel	1900.0	Frédérique
Raymond, Evelyn	1900.0	Reels and spindles
Rees, Rosemary	1900.0	Sing a song of Sydney, a novel
Rives, Hallie Erminie	1900.0	A furnace of earth
Roberts, Morley	1900.0	The plunderers
Shedd, Harry Graves	1900.0	Over grass-grown trails
Ross, Albert	1900.0	A sugar princess
Schultz, Jeanne	1900.0	Jean de Kerdren
Scott, G. Firth	1900.0	Colonial born
Scott, P. E. S. (Patricia Ethel Stonehouse)	1900.0	The years of forgetting
Scott, Stanley	1900.0	Tales of bohemia, taverns, and the underworld
Seltzer, Charles Alden	1900.0	The great Western special; 3 complete western novels
Seton, Ernest Thompson	1900.0	The biography of a grizzly and 75 drawings
Martin, John	1900.0	Observations of Jay (a dog) : and other stories
Sherwood, M. E. W. (Mary Elizabeth Wilson)	1900.0	A transplanted rose
Sidney, Margaret	1900.0	A little maid of Concord town
Sisson, S. Elizabeth	1900.0	Richard Newcomb
Stephens, Robert Neilson	1900.0	Philip Winwood : a sketch of the domestic history of an American Captain in the War of Independence
Taylor, Mary Imlay	1900.0	The cobbler of N??mes
Sousa, L. de	1900.0	Huns in Palestine
Standish, Burt L	1900.0	Frank Merriwell's faith
Standish, Burt L	1900.0	Frank Merriwell's power
Standish, Burt L	1900.0	Frank Merriwell's return to Yale
Standish, Burt L	1900.0	Frank Merriwell's reward
	1900.0	Stories and episodes omitted from household editions of Italian classics
Stratemeyer, Edward	1900.0	The last cruise of the Spitfire
Swan, Annie S	1900.0	Warner's chase : or, The gentle heart
Thomas, Annie	1900.0	Comrades true
Thomas, Henry Wilton	1900.0	The last lady of Mulberry
Townshend, R. B	1900.0	Lone pine
Trowbridge, J. T. (John Townsend)	1900.0	Cudjo's cave : a story of the Civil War
Trowbridge, J. T. (John Townsend)	1900.0	The man who stole a meeting-house
Turnbull, Francese Hubbard Litchfield	1900.0	The golden book of Venice;
Viel??, Herman Knickerbocker	1900.0	The Inn of the Silver Moon
Wells, David Dwight	1900.0	His lordship's leopard;
Wells, David Dwight	1900.0	Parlous times ;
White, Elizabeth Stoughton Gale	1900.0	Uno Who
Wiggin, Kate Douglas Smith	1900.0	Penelope's English experiences
Van Zile, Edward S. (Edward Sims)	1900.0	With sword and crucifix
Vivian, Thomas Jondrie	1900.0	Seven smiles and a few fibs
Warden, Florence	1900.0	St. Cuthbert's tower
Waterbury, Jennie Bullard	1900.0	A new race diplomatist
Watkin, May	1900.0	A spray of Wattle-blossom : Australian stories
Wharton, Edith	1900.0	A gift from the grave
Wickersham, James A	1900.0	Enoch Willoughby
Worthington, Elizabeth Strong	1900.0	The gentle art of cooking wives
Winter, John Strange	1900.0	The Binks family
Winterburn, Florence Hull	1900.0	Southern hearts
Woods, Margaret L. (Margaret Louisa)	1900.0	A village tragedy
	1900.0	A plain and literal translation of the Arabian nights' entertainments
	1900.0	A plain and literal translation of the Arabian nights' entertainments
	1900.0	A plain and literal translation of the Arabian nights' entertainments
	1900.0	A plain and literal translation of the Arabian nights' entertainments
	1900.0	A plain and literal translation of the Arabian nights' entertainments
	1900.0	A plain and literal translation of the Arabian nights' entertainments
	1900.0	A plain and literal translation of the Arabian nights' entertainments
	1900.0	A plain and literal translation of the Arabian nights' entertainments
Blackledge, W. J. (William James)	1900.0	The legion of marching madmen
Boyes, John	1900.0	How I became King . . . of the Wa-Kikuyu
Collingwood, Harry, 1851-1922	1900.0	Dick Leslie's luck : a story of shipwreck and adventure
Connor, Ralph	1900.0	The sky pilot
Davenport, R. A	1900.0	Perilous adventures
Dymow, Ossip	1900.0	The flight from the cross
Fischer, Max	1900.0	Estelle
France, Anatole	1900.0	Jocasta and The famished cat
of Assisi, Saint, Francis	1900.0	The little flowers of Saint Francis of Assisi
Galinska, Marya	1900.0	Hours spent in prison, by Gorky, Andreyeff and Korolenko
Harland, Henry	1900.0	As it was written
Holmes, Mary Jane	1900.0	Cousin Maude
Holmes, Mary Jane	1900.0	Maggie Miller, or, Old Hagar's secret
Hudson, William C. (William Cadwalader)	1900.0	The Dugdale millions;
Hudson, William C. (William Cadwalader)	1900.0	Should she have left him?
Johnston, Mary	1900.0	By order of the company
Knights, D.A	1900.0	Aicha, the Mauresque : an Algerian fantasy
	1900.0	Old stories and sayings of the continent of Africa
Ouida	1900.0	A Provence rose
Peck, George W. (George Wilbur)	1900.0	Peck's Uncle Ike
Robinson, Margaret Blake	1900.0	Souls in pawn
Street, G. S. (George Slythe)	1900.0	The trials of the Bantocks
Strong, L. A. G. (Leonard Alfred George)	1900.0	Patricia comes home
Sullivan, James Frank	1900.0	Queer side stories
graf, Tolstoy, Aleksey Nikolayevich	1900.0	The lame prince
Trafford-Taunton, Winefride	1900.0	The romance of a state secret
Washburn, Robert	1900.0	The story of a politician who was not knifed
Watson, H. B. Marriott	1900.0	The rebel
Williams, Eustace Leroy	1900.0	The subsitute quarterback
Marsh, Richard	1900.0	Marvels and mysteries
Alcock, Deborah	1900.0	Under the Southern Cross
	1900.0	A plain and literal translation of the Arabian nights' entertainments, now entituled The book of the thousand nights and a night
	1900.0	A plain and literal translation of the Arabian nights' entertainments, now entituled The book of the thousand nights and a night
	1900.0	A plain and literal translation of the Arabian nights' entertainments, now entituled The book of the thousand nights and a night
	1900.0	A plain and literal translation of the Arabian nights' entertainments, now entituled The book of the thousand nights and a night
	1900.0	A plain and literal translation of the Arabian nights' entertainments, now entituled The book of the thousand nights and a night
	1900.0	A plain and literal translation of the Arabian nights' entertainments, now entituled The book of the thousand nights and a night
	1900.0	A plain and literal translation of the Arabian nights' entertainments, now entituled The book of the thousand nights and a night
	1900.0	A plain and literal translation of the Arabian nights' entertainments, now entituled The book of the thousand nights and a night
Benson, E. F. (Edward Frederick)	1900.0	The Princess Sophia
Canton, William	1900.0	Children's sayings
Carey, Rosa Nouchette	1900.0	Cousin Mona
Corelli, Marie	1900.0	Boy;
Cooke, Arthur O. (Arthur Owens)	1900.0	Stephen goes to sea
Crockett, S. R. (Samuel Rutherford)	1900.0	Little Anna Mark
Dyan, Meg	1900.0	The hazard of concealing, or, All in a man's keeping
Everett-Green, Evelyn	1900.0	Barbara's brothers
Everett-Green, Evelyn	1900.0	Eustace Marchmont : a friend of the people
Everett-Green, Evelyn	1900.0	Her husband's home
Everett-Green, Evelyn	1900.0	Miss Uraca
Everett-Green, Evelyn	1900.0	Shimmering waters
Everett-Green, Evelyn	1900.0	Tom Heron of Sax : a story of the vangelical revival of the eighteenth century
Fielding, Sydney Glanville	1900.0	Down to the sea in ships
Foskett, Edward	1900.0	Hugh Trebarwith, a Cornish romance
Gould, Nat	1900.0	The second string
Hennessey, David	1900.0	The Caves of Shend
Henty, G. A. (George Alfred)	1900.0	Bears and dacoits
	1900.0	Heristal's wife
Hobbes, John Oliver	1900.0	Robert Orange;
Hocking, Silas K. (Silas Kitto)	1900.0	For such is life
Holyoake, George Jacob	1900.0	Sixty years of an agitator's life
Hubbard, Elbert	1900.0	Famous women
Hume, Fergus	1900.0	A son of perdition : an occult romance
Hume, Fergus	1900.0	A woman's burden;
Hunt, Ellen C	1900.0	Cyril the Deacon
	1900.0	The Literature of all nations and all ages : history, character, and incident
	1900.0	The Literature of all nations and all ages : history, character, and incident
	1900.0	The Literature of all nations and all ages : history, character, and incident
	1900.0	The Literature of all nations and all ages : history, character, and incident
	1900.0	The Literature of all nations and all ages
	1900.0	The Literature of all nations and all ages : history, character, and incident
	1900.0	The Literature of all nations and all ages : history, character, and incident
	1900.0	The Literature of all nations and all ages : history, character, and incident
	1900.0	The Literature of all nations and all ages : history, character, and incident
	1900.0	The Literature of all nations and all ages : history, character, and incident
Oxley, James MacDonald	1900.0	The specimen hunters
Pollard, Eliza Frances	1900.0	The white dove of Amritzir : a romance of Anglo-Indian life
Ponder, S. E. G. (Stephen Einar Gilbert)	1900.0	The waters of Chastisement
Powell, Sydney Walter	1900.0	Noah's ark : a novel
Reed, A. W. (Alexander Wyclif)	1900.0	Stars of Maoriland;
Sienkiewicz, Henryk	1900.0	The knights of the cross
Sienkiewicz, Henryk	1900.0	The knights of the cross
Serao, Mathilde	1900.0	The land of Cockayne;
Serao, Mathilde	1900.0	The land of Cockayne;
Stoddard, William Osborn	1900.0	Ned, the son of Webb
	1900.0	Stories by American Authors
	1900.0	Stories by American Authors
